Image frame,x_px,y_px,x,y
0,0,,,,
1,1,,,,
2,2,,,,
3,3,,,,
4,4,,,,
5,5,,,,
6,6,,,,
7,7,,,,
8,8,,,,
9,9,,,,
10,10,,,,
11,11,,,,
12,12,,,,
13,13,,,,
14,14,,,,
15,15,,,,
16,16,,,,
17,17,,,,
18,18,,,,
19,19,,,,
20,20,,,,
21,21,,,,
22,22,,,,
23,23,,,,
24,24,,,,
25,25,,,,
26,26,,,,
27,27,,,,
28,28,,,,
29,29,,,,
30,30,,,,
31,31,,,,
32,32,,,,
33,33,,,,
34,34,,,,
35,35,,,,
36,36,,,,
37,37,,,,
38,38,,,,
39,39,,,,
40,40,,,,
41,41,,,,
42,42,,,,
43,43,,,,
44,44,,,,
45,45,,,,
46,46,,,,
47,47,,,,
48,48,,,,
49,49,,,,
50,50,,,,
51,51,,,,
52,52,,,,
53,53,,,,
54,54,,,,
55,55,,,,
56,56,,,,
57,57,,,,
58,58,,,,
59,59,,,,
60,60,,,,
61,61,,,,
62,62,,,,
63,63,,,,
64,64,,,,
65,65,,,,
66,66,,,,
67,67,,,,
68,68,,,,
69,69,,,,
70,70,,,,
71,71,,,,
72,72,,,,
73,73,,,,
74,74,,,,
75,75,,,,
76,76,,,,
77,77,,,,
78,78,,,,
79,79,,,,
80,80,,,,
81,81,,,,
82,82,,,,
83,83,,,,
84,84,,,,
85,85,,,,
86,86,,,,
87,87,,,,
88,88,,,,
89,89,988.0,251.0,0.698331878986,0.238782080098
90,90,974.0,246.0,0.721228790777,0.246959548594
91,91,958.0,239.0,0.747396689966,0.258408004489
92,92,937.0,231.0,0.781742057651,0.271491954084
93,93,908.0,220.0,0.82917137493,0.289482384776
94,94,876.0,213.0,0.881507173308,0.300930840671
95,95,845.0,206.0,0.932207477986,0.312379296566
96,96,819.0,201.0,0.974730314168,0.320556765063
97,97,797.0,197.0,1.01071117555,0.32709873986
98,98,772.0,191.0,1.05159851804,0.336911702056
99,99,747.0,184.0,1.09248586052,0.348360157951
100,100,730.0,172.0,1.12028925341,0.367986082343
101,101,717.0,159.0,1.1415506715,0.389247500433
102,102,638.0,125.0,1.27075467374,0.44485428621
103,103,613.0,107.0,1.31164201622,0.474293172797
104,104,592.0,95.0,1.34598738391,0.493919097189
105,105,567.0,89.0,1.38687472639,0.503732059384
106,106,534.0,85.0,1.44084601847,0.510274034182
107,107,496.0,82.0,1.50299477904,0.51518051528
108,108,462.0,78.0,1.55860156482,0.521722490077
109,109,425.0,72.0,1.61911483169,0.531535452272
110,110,387.0,66.0,1.68126359227,0.541348414468
111,111,357.0,64.0,1.73032840324,0.544619401867
112,112,287.0,61.0,1.8448129622,0.549525882965
113,113,268.0,62.0,1.87588734248,0.547890389266
114,114,241.0,60.0,1.92004567236,0.551161376664
115,115,207.0,59.0,1.97565245814,0.552796870363
116,116,170.0,61.0,2.03616572501,0.549525882965
117,117,134.0,65.0,2.09504349819,0.542983908168
118,118,97.0,66.0,2.15555676506,0.541348414468
119,119,62.0,67.0,2.21279904454,0.539712920769
120,120,45.0,64.0,2.24060243743,0.544619401867
121,121,,,,
122,122,,,,
123,123,,,,
124,124,,,,
125,125,,,,
126,126,,,,
127,127,,,,
128,128,,,,
129,129,,,,
130,130,,,,
131,131,,,,
132,132,,,,
133,133,,,,
134,134,,,,
135,135,,,,
136,136,,,,
137,137,,,,
138,138,,,,
139,139,,,,
140,140,,,,
141,141,,,,
142,142,,,,
143,143,,,,
144,144,,,,
145,145,,,,
146,146,,,,
147,147,,,,
148,148,,,,
149,149,,,,
150,150,,,,
151,151,,,,
152,152,,,,
153,153,,,,
154,154,,,,
155,155,,,,
156,156,,,,
157,157,,,,
158,158,,,,
159,159,,,,
160,160,,,,
161,161,,,,
162,162,,,,
163,163,,,,
164,164,,,,
165,165,,,,
166,166,,,,
167,167,,,,
168,168,,,,
169,169,,,,
170,170,,,,
171,171,,,,
172,172,,,,
173,173,,,,
174,174,,,,
175,175,,,,
176,176,,,,
177,177,,,,
178,178,,,,
179,179,,,,
180,180,,,,
181,181,,,,
182,182,,,,
183,183,,,,
184,184,,,,
185,185,,,,
186,186,,,,
187,187,,,,
188,188,,,,
189,189,,,,
190,190,,,,
191,191,,,,
192,192,,,,
193,193,,,,
194,194,,,,
195,195,,,,
196,196,,,,
197,197,,,,
198,198,,,,
199,199,,,,
200,200,,,,
201,201,,,,
202,202,,,,
203,203,,,,
204,204,,,,
205,205,,,,
206,206,,,,
207,207,,,,
208,208,,,,
209,209,,,,
210,210,,,,
211,211,,,,
212,212,,,,
213,213,,,,
214,214,,,,
215,215,,,,
216,216,,,,
217,217,,,,
218,218,,,,
219,219,,,,
220,220,,,,
221,221,,,,
222,222,,,,
223,223,,,,
224,224,,,,
225,225,,,,
226,226,,,,
227,227,,,,
228,228,,,,
229,229,,,,
230,230,,,,
231,231,,,,
232,232,,,,
233,233,,,,
234,234,,,,
235,235,,,,
236,236,,,,
237,237,,,,
238,238,,,,
239,239,,,,
240,240,,,,
241,241,,,,
242,242,,,,
243,243,,,,
244,244,,,,
245,245,,,,
246,246,,,,
247,247,,,,
248,248,,,,
249,249,,,,
250,250,,,,
251,251,,,,
252,252,,,,
253,253,,,,
254,254,,,,
255,255,,,,
256,256,,,,
257,257,,,,
258,258,,,,
259,259,,,,
260,260,,,,
261,261,,,,
262,262,,,,
263,263,,,,
264,264,,,,
265,265,,,,
266,266,,,,
267,267,,,,
268,268,,,,
269,269,,,,
270,270,,,,
271,271,,,,
272,272,,,,
273,273,,,,
274,274,,,,
275,275,,,,
276,276,,,,
277,277,,,,
278,278,,,,
279,279,,,,
280,280,,,,
281,281,,,,
282,282,,,,
283,283,,,,
284,284,,,,
285,285,,,,
286,286,,,,
287,287,,,,
288,288,,,,
289,289,,,,
290,290,,,,
291,291,,,,
292,292,,,,
293,293,,,,
294,294,,,,
295,295,,,,
296,296,,,,
297,297,,,,
298,298,,,,
299,299,,,,
300,300,,,,
301,301,,,,
302,302,,,,
303,303,,,,
304,304,,,,
305,305,,,,
306,306,,,,
307,307,,,,
308,308,,,,
309,309,,,,
310,310,,,,
311,311,,,,
312,312,,,,
313,313,53.0,166.0,2.22751848783,0.377799044538
314,314,108.0,163.0,2.13756633437,0.382705525636
315,315,174.0,162.0,2.02962375022,0.384341019336
316,316,239.0,163.0,1.92331665976,0.382705525636
317,317,278.0,163.0,1.85953240549,0.382705525636
318,318,376.0,164.0,1.69925402296,0.381070031937
319,319,440.0,165.0,1.5945824262,0.379434538238
320,320,509.0,167.0,1.48173336095,0.376163550839
321,321,580.0,174.0,1.3656133083,0.364715094944
322,322,641.0,175.0,1.26584819264,0.363079601245
323,323,717.0,211.0,1.1415506715,0.30420182807
324,324,785.0,235.0,1.03033709994,0.264949979287
325,325,855.0,255.0,0.915852540993,0.232240105301
326,326,927.0,273.0,0.798096994644,0.202801218713
327,327,981.0,270.0,0.709780334882,0.207707699811
328,328,,,,
329,329,,,,
330,330,,,,
331,331,,,,
332,332,,,,
333,333,,,,
334,334,,,,
335,335,,,,
336,336,,,,
337,337,,,,
338,338,,,,
339,339,,,,
340,340,,,,
341,341,,,,
342,342,,,,
343,343,,,,
344,344,,,,
345,345,,,,
346,346,,,,
347,347,,,,
348,348,,,,
349,349,,,,
350,350,,,,
351,351,,,,
352,352,,,,
353,353,,,,
354,354,,,,
355,355,,,,
356,356,,,,
357,357,,,,
358,358,,,,
359,359,,,,
360,360,,,,
361,361,,,,
362,362,,,,
363,363,,,,
364,364,,,,
365,365,,,,
366,366,,,,
367,367,,,,
368,368,,,,
369,369,,,,
370,370,,,,
371,371,,,,
372,372,,,,
373,373,,,,
374,374,,,,
375,375,,,,
376,376,,,,
377,377,,,,
378,378,,,,
379,379,,,,
380,380,,,,
381,381,,,,
382,382,,,,
383,383,,,,
