Image frame,x_px,y_px,x,y,u,v,up,down
184,184,289.0,173.0,4.54598156999,0.414690143384,2.1425657409,-0.552920191173,4.54598156999,
185,185,273.0,180.0,4.58693862119,0.396771433485,1.1058403824,-0.483805167273,4.58693862119,
186,186,257.0,188.0,4.62789567239,0.376292907885,1.1058403824,-0.5529201912,4.62789567239,
187,187,240.0,196.0,4.67141253929,0.355814382286,1.1749554063,-0.552920191173,4.67141253929,
188,188,224.0,204.0,4.71236959048,0.335335856687,1.10584038213,-0.552920191173,4.71236959048,
189,189,206.0,212.0,4.75844627308,0.314857331088,1.2440704302,-0.552920191173,4.75844627308,
190,190,182.0,220.0,4.81988184988,0.294378805488,1.6587605736,-0.5529201912,4.81988184988,
191,191,178.0,226.0,4.83012111268,0.279019911289,0.2764600956,-0.414690143373,4.83012111268,
192,192,143.0,234.0,4.91971466218,0.25854138569,2.4190258365,-0.552920191173,4.91971466218,
193,193,133.0,242.0,4.94531281917,0.238062860091,0.69115023873,-0.552920191173,4.94531281917,
194,194,122.0,253.0,4.97347079187,0.209904887392,0.7602652629,-0.760265262873,4.97347079187,
195,195,115.0,262.0,4.99138950177,0.186866546093,0.4838051673,-0.622035215073,4.99138950177,
196,196,111.0,266.0,5.00162876457,0.176627283293,0.2764600956,-0.2764600956,5.00162876457,
197,197,65.0,276.0,5.11938028677,0.151029126294,3.1792910994,-0.691150238973,5.11938028677,
198,198,56.0,279.0,5.14241862807,0.143349679194,0.6220352151,-0.2073450717,5.14241862807,
199,199,45.0,281.0,5.17057660077,0.138230047795,0.7602652629,-0.138230047773,5.17057660077,
200,200,31.0,285.0,5.20641402056,0.127990784995,0.96761033433,-0.2764600956,5.20641402056,
201,201,20.0,287.0,5.23457199326,0.122871153595,0.7602652629,-0.1382300478,5.23457199326,
202,202,16.0,292.0,5.24481125606,0.110072075096,0.2764600956,-0.345575119473,5.24481125606,
203,203,520.0,414.0,5.39476623427,0.108103193535,4.04878441167,-0.053159802147,5.39476623427,
204,204,508.0,419.0,5.42565286099,0.0952337657333,0.83393892144,-0.347474550646,5.42565286099,
205,205,466.0,422.0,5.53375605453,0.0875121090522,2.91878622558,-0.20848473039,5.53375605453,
206,206,454.0,421.0,5.56464268125,0.0900859946126,0.83393892144,0.0694949101308,5.56464268125,
207,207,439.0,418.0,5.60325096466,0.0978076512937,1.04242365207,0.20848473039,5.60325096466,
208,208,423.0,414.0,5.64443313362,0.108103193535,1.11191856192,0.277979640515,5.64443313362,
209,209,406.0,407.0,5.68818918815,0.126120392458,1.18141347231,0.486464370921,5.68818918815,
210,210,390.0,402.0,5.72937135711,0.138989820259,1.11191856192,0.347474550627,5.72937135711,
211,211,377.0,396.0,5.7628318694,0.154433133622,0.90343383183,0.416969460801,5.7628318694,
212,212,361.0,394.0,5.80401403836,0.159580904742,1.11191856192,0.13898982024,5.80401403836,
213,213,347.0,398.0,5.84004843621,0.149285362501,0.97292874195,-0.277979640507,5.84004843621,
214,214,336.0,405.0,5.86836117737,0.131268163578,0.76444401132,-0.486464370921,5.86836117737,
215,215,325.0,411.0,5.89667391854,0.115824850216,0.76444401159,-0.416969460774,5.89667391854,
216,216,318.0,416.0,5.91469111746,0.102955422414,0.48646437084,-0.347474550654,5.91469111746,
217,217,311.0,418.0,5.93270831638,0.0978076512937,0.48646437084,-0.138989820248,5.93270831638,
218,218,306.0,419.0,5.94557774418,0.0952337657333,0.3474745506,-0.0694949101308,5.94557774418,
219,219,272.0,417.0,6.03308985324,0.100381536854,2.36282694462,0.138989820259,6.03308985324,
220,220,270.0,415.0,6.03823762436,0.105529307975,0.13898982024,0.138989820267,6.03823762436,
221,221,,,,,,,,
222,222,215.0,412.0,6.17980133018,0.113250964656,,,,
223,223,208.0,411.0,6.1978185291,0.115824850216,0.48646437084,0.06949491012,6.1978185291,
224,224,200.0,412.0,6.21840961358,0.113250964656,0.55595928096,-0.06949491012,6.21840961358,
225,225,192.0,412.0,6.23900069806,0.113250964656,0.55595928096,0.0,6.23900069806,
226,226,184.0,414.0,6.25959178255,0.108103193535,0.55595928123,-0.138989820267,6.25959178255,
227,227,176.0,414.0,6.28018286703,0.108103193535,0.55595928096,0.0,6.28018286703,
228,228,168.0,415.0,6.30077395151,0.105529307975,0.55595928096,-0.06949491012,6.30077395151,
229,229,161.0,416.0,6.31879115044,0.102955422414,0.48646437111,-0.069494910147,6.31879115044,
230,230,151.0,415.0,6.34453000604,0.105529307975,0.6949491012,0.069494910147,6.34453000604,
231,231,139.0,413.0,6.37541663276,0.110677079095,0.83393892144,0.13898982024,6.37541663276,
232,232,125.0,411.0,6.41145103061,0.115824850216,0.97292874195,0.138989820267,6.41145103061,
233,233,117.0,409.0,6.43204211509,0.120972621337,0.55595928096,0.138989820267,6.43204211509,
234,234,112.0,409.0,6.44491154289,0.120972621337,0.3474745506,0.0,6.44491154289,
235,235,765.0,367.0,6.53519753478,0.157029758169,2.43772178103,0.973542694464,6.53519753478,
236,236,757.0,364.0,6.55579160142,0.164752533161,0.55603979928,0.208514924784,6.55579160142,
237,237,748.0,362.0,6.5789599264,0.169901049822,0.62554477446,0.139009949847,6.5789599264,
238,238,736.0,358.0,6.60985102637,0.180198083145,0.83405969919,0.278019899721,6.60985102637,
239,239,727.0,353.0,6.63301935134,0.193069374798,0.62554477419,0.347524874631,6.63301935134,
240,240,721.0,345.0,6.64846490133,0.213663441443,0.41702984973,0.556039799415,6.64846490133,
241,241,680.0,327.0,6.75400949288,0.260000091395,2.84970397185,1.2510895487,6.75400949288,
242,242,674.0,315.0,6.76945504287,0.290891191362,0.41702984973,0.834059699109,6.76945504287,
243,243,667.0,305.0,6.78747485118,0.316633774669,0.48653482437,0.695049749289,6.78747485118,
244,244,662.0,293.0,6.80034614283,0.347524874636,0.34752487455,0.834059699109,6.80034614283,
245,245,658.0,284.0,6.81064317616,0.370693199612,0.27801989991,0.625544774352,6.81064317616,
246,246,652.0,277.0,6.82608872614,0.388713007927,0.41702984946,0.486534824505,6.82608872614,
247,247,644.0,269.0,6.84668279278,0.409307074572,0.55603979928,0.556039799415,6.84668279278,
248,248,635.0,261.0,6.86985111776,0.429901141217,0.62554477446,0.556039799415,6.86985111776,
249,249,626.0,254.0,6.89301944274,0.447920949531,0.62554477446,0.486534824478,6.89301944274,
250,250,616.0,247.0,6.91876202604,0.465940757846,0.6950497491,0.486534824505,6.91876202604,
251,251,607.0,240.0,6.94193035102,0.48396056616,0.62554477446,0.486534824478,6.94193035102,
252,252,594.0,238.0,6.97539570932,0.489109082822,0.9035646741,0.139009949874,6.97539570932,
253,253,582.0,239.0,7.00628680928,0.486534824491,0.83405969892,-0.069504974937,7.00628680928,
254,254,572.0,242.0,7.03202939259,0.478812049499,0.69504974937,-0.208514924784,7.03202939259,
255,255,560.0,244.0,7.06292049256,0.473663532838,0.83405969919,-0.139009949847,7.06292049256,
256,256,545.0,242.0,7.10153436752,0.478812049499,1.04257462392,0.139009949847,7.10153436752,
257,257,532.0,240.0,7.13499972582,0.48396056616,0.9035646741,0.139009949847,7.13499972582,
258,258,518.0,235.0,7.17103934245,0.496831857814,0.97306964901,0.347524874658,7.17103934245,
259,259,505.0,229.0,7.20450470074,0.512277407797,0.90356467383,0.417029849541,7.20450470074,
260,260,494.0,223.0,7.23282154238,0.527722957781,0.76455472428,0.417029849568,7.23282154238,
261,261,486.0,217.0,7.25341560903,0.543168507765,0.55603979955,0.417029849568,7.25341560903,
262,262,448.0,208.0,7.35123742559,0.566336832741,2.64118904712,0.625544774352,7.35123742559,
263,263,440.0,205.0,7.37183149223,0.574059607733,0.55603979928,0.208514924784,7.37183149223,
264,264,430.0,204.0,7.39757407554,0.576633866063,0.69504974937,0.06950497491,7.39757407554,
265,265,415.0,205.0,7.4361879505,0.574059607733,1.04257462392,-0.06950497491,7.4361879505,
266,266,401.0,205.0,7.47222756713,0.574059607733,0.97306964901,0.0,7.47222756713,
267,267,386.0,203.0,7.51084144209,0.579208124394,1.04257462392,0.139009949847,7.51084144209,
268,268,371.0,202.0,7.54945531705,0.581782382725,1.04257462392,0.069504974937,7.54945531705,
269,269,355.0,201.0,7.59064345034,0.584356641055,1.11207959883,0.06950497491,7.59064345034,
270,270,342.0,202.0,7.62410880864,0.581782382725,0.9035646741,-0.06950497491,7.62410880864,
271,271,326.0,207.0,7.66529694193,0.568911091071,1.11207959883,-0.347524874658,7.66529694193,
272,272,315.0,214.0,7.69361378356,0.550891282757,0.76455472401,-0.486534824478,7.69361378356,
273,273,309.0,222.0,7.70905933355,0.530297216112,0.41702984973,-0.556039799415,7.70905933355,
274,274,308.0,238.0,7.71163359188,0.489109082822,0.06950497491,-1.11207959883,7.71163359188,
275,275,309.0,256.0,7.70905933355,0.44277243287,-0.06950497491,-1.2510895487,,7.70905933355
276,276,320.0,274.0,7.68074249191,0.396435782919,-0.76455472428,-1.25108954868,,7.68074249191
277,277,339.0,296.0,7.63183158363,0.339802099644,-1.32059452356,-1.52910944843,,7.63183158363
278,278,358.0,319.0,7.58292067535,0.28059415804,-1.32059452356,-1.59861442331,,7.58292067535
279,279,376.0,337.0,7.5365840254,0.234257508088,-1.25108954865,-1.2510895487,,7.5365840254
280,280,394.0,349.0,7.49024737544,0.203366408121,-1.25108954892,-0.834059699109,,7.49024737544
281,281,411.0,364.0,7.44648498382,0.164752533161,-1.18158457374,-1.04257462392,,7.44648498382
282,282,421.0,379.0,7.42074240052,0.126138658201,-0.6950497491,-1.04257462392,,7.42074240052
283,283,443.0,384.0,7.36410871724,0.113267366548,-1.52910944856,-0.347524874631,,7.36410871724
284,284,452.0,391.0,7.34094039227,0.0952475582337,-0.62554477419,-0.486534824486,,7.34094039227
285,285,492.0,387.0,7.23797005904,0.105544591556,-2.78019899721,0.278019899702,,7.23797005904
286,286,503.0,391.0,7.2096532174,0.0952475582337,-0.76455472428,-0.278019899702,,7.2096532174
287,287,522.0,392.0,7.16074230912,0.092673299903,-1.32059452356,-0.0695049749289,,7.16074230912
288,288,541.0,393.0,7.11183140084,0.0900990415724,-1.32059452356,-0.0695049749262,,7.11183140084
289,289,560.0,394.0,7.06292049256,0.0875247832418,-1.32059452356,-0.0695049749262,,7.06292049256
290,290,580.0,396.0,7.01143532595,0.0823762665805,-1.39009949847,-0.139009949855,,7.01143532595
291,291,600.0,397.0,6.95995015933,0.0798020082498,-1.39009949874,-0.0695049749289,,6.95995015933
292,292,621.0,398.0,6.90589073439,0.0772277499192,-1.45960447338,-0.0695049749262,,6.90589073439
293,293,644.0,398.0,6.84668279278,0.0772277499192,-1.59861442347,0.0,,6.84668279278
294,294,663.0,398.0,6.7977718845,0.0772277499192,-1.32059452356,0.0,,6.7977718845
295,295,676.0,396.0,6.7643065262,0.0823762665805,-0.9035646741,0.139009949855,,6.7643065262
296,296,724.0,396.0,6.64074212633,0.0823762665805,-3.33623879649,0.0,,6.64074212633
297,297,107.0,435.0,6.4577809707,0.0540515967676,-4.93995120201,-0.764766084948,,6.4577809707
298,298,121.0,435.0,6.42174657285,0.0540515967676,-0.97292874195,0.0,,6.42174657285
299,299,144.0,434.0,6.36254720496,0.0566254823279,-1.59838293303,0.0694949101281,,6.36254720496
300,300,168.0,432.0,6.30077395151,0.0617732534486,-1.66787784315,0.138989820259,,6.30077395151
301,301,189.0,430.0,6.24672235475,0.0669210245694,-1.45939311252,0.138989820262,,6.24672235475
302,302,205.0,429.0,6.20554018578,0.0694949101297,-1.11191856219,0.0694949101281,,6.20554018578
303,303,,,,,,,,
304,304,267.0,430.0,6.04595928104,0.0669210245694,,,,
305,305,271.0,423.0,6.0356637388,0.0849382234919,-0.27797964048,0.486464370907,,6.0356637388
306,306,309.0,424.0,5.9378560875,0.0823643379315,-2.6408065851,-0.0694949101308,,5.9378560875
307,307,314.0,419.0,5.9249866597,0.0952337657333,-0.3474745506,0.347474550649,,5.9249866597
308,308,335.0,415.0,5.87093506293,0.105529307975,-1.45939311279,0.277979640526,,5.87093506293
309,309,354.0,411.0,5.82203123729,0.115824850216,-1.32040329228,0.277979640507,,5.82203123729
310,310,375.0,407.0,5.76797964052,0.126120392458,-1.45939311279,0.277979640534,,5.76797964052
311,311,397.0,402.0,5.71135415819,0.138989820259,-1.52888802291,0.347474550627,,5.71135415819
312,312,420.0,399.0,5.6521547903,0.146711476941,-1.59838293303,0.208484730414,,5.6521547903
313,313,443.0,394.0,5.59295542241,0.159580904742,-1.59838293303,0.347474550627,,5.59295542241
314,314,469.0,385.0,5.52603439785,0.182745874786,-1.80686766312,0.625454191188,,5.52603439785
315,315,510.0,373.0,5.42050508987,0.21363250151,-2.84929131546,0.833938921548,,5.42050508987
316,316,21.0,241.0,5.23201217756,0.240622675791,-5.08930863237,0.728734705587,,5.23201217756
317,317,55.0,240.0,5.14497844377,0.243182491491,-2.34991081233,0.0691150239,,5.14497844377
318,318,117.0,220.0,4.98626987037,0.294378805488,-4.2851314818,1.38230047792,,4.98626987037
319,319,172.0,209.0,4.84548000688,0.322536778187,-3.80132631423,0.760265262873,,4.84548000688
320,320,218.0,203.0,4.72772848468,0.337895672387,-3.1792910994,0.4146901434,,4.72772848468
321,321,251.0,204.0,4.64325456659,0.335335856687,-2.28079578843,-0.0691150239,,4.64325456659
322,322,297.0,199.0,4.52550304439,0.348134935186,-3.1792910994,0.345575119473,,4.52550304439
323,323,343.0,195.0,4.4077515222,0.358374197986,-3.17929109913,0.2764600956,,4.4077515222
324,324,404.0,184.0,4.2516027645,0.386532170685,-4.2160164579,0.760265262873,,4.2516027645
325,325,451.0,179.0,4.13129142661,0.399331249184,-3.24840612303,0.345575119473,,4.13129142661
326,326,485.0,181.0,4.04425769281,0.394211617785,-2.3499108126,-0.138230047773,,4.04425769281
327,327,544.0,172.0,3.89322856652,0.417249959084,-4.07778640983,0.622035215073,,3.89322856652
328,328,578.0,173.0,3.80619483272,0.414690143384,-2.3499108126,-0.0691150239,,3.80619483272
329,329,609.0,175.0,3.72684054602,0.409570511984,-2.1425657409,-0.1382300478,,3.72684054602
330,330,672.0,164.0,3.56557215693,0.437728484683,-4.35424650543,0.760265262873,,3.56557215693
331,331,717.0,162.0,3.45038045043,0.442848116083,-3.1101760755,0.1382300478,,3.45038045043
332,332,763.0,162.0,3.33262892824,0.442848116083,-3.17929109913,0.0,,3.33262892824
333,333,811.0,161.0,3.20975777464,0.445407931783,-3.3175211472,0.0691150239,,3.20975777464
334,334,831.0,153.0,3.15856146064,0.465886457382,-1.382300478,0.552920191173,,3.15856146064
335,335,,,,,,,,
336,336,,,,,,,,
337,337,,,,,,,,
338,338,,,,,,,,
339,339,,,,,,,,
340,340,,,,,,,,
341,341,,,,,,,,
342,342,,,,,,,,
343,343,53.0,166.0,2.22751848783,0.377799044538,,,,
344,344,108.0,163.0,2.13756633437,0.382705525636,-2.42870814342,0.132474989646,,2.13756633437
345,345,174.0,162.0,2.02962375022,0.384341019336,-2.91444977205,0.0441583299,,2.02962375022
346,346,239.0,163.0,1.92331665976,0.382705525636,-2.87029144242,-0.0441583299,,1.92331665976
347,347,278.0,163.0,1.85953240549,0.382705525636,-1.72217486529,0.0,,1.85953240549
348,348,376.0,164.0,1.69925402296,0.381070031937,-4.32751632831,-0.044158329873,,1.69925402296
349,349,440.0,165.0,1.5945824262,0.379434538238,-2.82613311252,-0.044158329873,,1.5945824262
350,350,509.0,167.0,1.48173336095,0.376163550839,-3.04692476175,-0.088316659773,,1.48173336095
351,351,580.0,174.0,1.3656133083,0.364715094944,-3.13524142155,-0.309108309165,,1.3656133083
352,352,641.0,175.0,1.26584819264,0.363079601245,-2.69365812282,-0.044158329873,,1.26584819264
353,353,717.0,211.0,1.1415506715,0.30420182807,-3.35603307078,-1.58969987573,,1.1415506715
354,354,785.0,235.0,1.03033709994,0.264949979287,-3.00276643212,-1.05979991714,,1.03033709994
355,355,855.0,255.0,0.915852540993,0.232240105301,-3.09108309157,-0.883166597622,,0.915852540993
356,356,927.0,273.0,0.798096994644,0.202801218713,-3.17939975142,-0.794849937876,,0.798096994644
357,357,981.0,270.0,0.709780334882,0.207707699811,-2.38454981357,0.132474989646,,0.709780334882
358,358,,,,,,,,
359,359,,,,,,,,
360,360,,,,,,,,
361,361,,,,,,,,
362,362,,,,,,,,
363,363,,,,,,,,
364,364,,,,,,,,
365,365,,,,,,,,
366,366,,,,,,,,
367,367,,,,,,,,
368,368,,,,,,,,
369,369,,,,,,,,
370,370,,,,,,,,
371,371,,,,,,,,
372,372,,,,,,,,
373,373,,,,,,,,
374,374,,,,,,,,
375,375,,,,,,,,
376,376,,,,,,,,
377,377,,,,,,,,
378,378,,,,,,,,
379,379,,,,,,,,
380,380,,,,,,,,
381,381,,,,,,,,
382,382,,,,,,,,
383,383,,,,,,,,
384,384,,,,,,,,
385,385,,,,,,,,
386,386,,,,,,,,
387,387,,,,,,,,
388,388,,,,,,,,
389,389,,,,,,,,
390,390,,,,,,,,
391,391,,,,,,,,
392,392,,,,,,,,
393,393,,,,,,,,
394,394,,,,,,,,
395,395,,,,,,,,
396,396,,,,,,,,
397,397,,,,,,,,
398,398,,,,,,,,
399,399,,,,,,,,
400,400,,,,,,,,
401,401,,,,,,,,
402,402,,,,,,,,
403,403,,,,,,,,
404,404,,,,,,,,
405,405,,,,,,,,
406,406,,,,,,,,
407,407,,,,,,,,
408,408,,,,,,,,
409,409,,,,,,,,
410,410,,,,,,,,
411,411,,,,,,,,
412,412,,,,,,,,
413,413,,,,,,,,
