Image frame,x_px,y_px,x,y
0,0,,,,
1,1,,,,
2,2,,,,
3,3,,,,
4,4,,,,
5,5,,,,
6,6,,,,
7,7,,,,
8,8,,,,
9,9,,,,
10,10,,,,
11,11,,,,
12,12,,,,
13,13,,,,
14,14,,,,
15,15,,,,
16,16,,,,
17,17,,,,
18,18,,,,
19,19,,,,
20,20,,,,
21,21,,,,
22,22,,,,
23,23,,,,
24,24,,,,
25,25,,,,
26,26,,,,
27,27,,,,
28,28,,,,
29,29,,,,
30,30,,,,
31,31,,,,
32,32,,,,
33,33,,,,
34,34,,,,
35,35,,,,
36,36,,,,
37,37,,,,
38,38,,,,
39,39,,,,
40,40,,,,
41,41,,,,
42,42,,,,
43,43,,,,
44,44,,,,
45,45,,,,
46,46,,,,
47,47,,,,
48,48,,,,
49,49,,,,
50,50,,,,
51,51,,,,
52,52,,,,
53,53,,,,
54,54,,,,
55,55,,,,
56,56,,,,
57,57,,,,
58,58,,,,
59,59,,,,
60,60,,,,
61,61,,,,
62,62,,,,
63,63,,,,
64,64,,,,
65,65,,,,
66,66,,,,
67,67,,,,
68,68,,,,
69,69,,,,
70,70,,,,
71,71,,,,
72,72,,,,
73,73,,,,
74,74,,,,
75,75,,,,
76,76,,,,
77,77,,,,
78,78,,,,
79,79,,,,
80,80,,,,
81,81,,,,
82,82,,,,
83,83,,,,
84,84,,,,
85,85,,,,
86,86,,,,
87,87,,,,
88,88,,,,
89,89,,,,
90,90,,,,
91,91,,,,
92,92,,,,
93,93,,,,
94,94,,,,
95,95,,,,
96,96,,,,
97,97,,,,
98,98,,,,
99,99,,,,
100,100,,,,
101,101,,,,
102,102,,,,
103,103,,,,
104,104,,,,
105,105,,,,
106,106,,,,
107,107,,,,
108,108,,,,
109,109,,,,
110,110,,,,
111,111,,,,
112,112,,,,
113,113,,,,
114,114,,,,
115,115,,,,
116,116,,,,
117,117,,,,
118,118,,,,
119,119,,,,
120,120,,,,
121,121,,,,
122,122,,,,
123,123,,,,
124,124,,,,
125,125,,,,
126,126,,,,
127,127,,,,
128,128,,,,
129,129,,,,
130,130,,,,
131,131,,,,
132,132,,,,
133,133,,,,
134,134,,,,
135,135,,,,
136,136,,,,
137,137,,,,
138,138,,,,
139,139,,,,
140,140,,,,
141,141,,,,
142,142,,,,
143,143,,,,
144,144,,,,
145,145,,,,
146,146,,,,
147,147,,,,
148,148,,,,
149,149,,,,
150,150,,,,
151,151,,,,
152,152,,,,
153,153,,,,
154,154,,,,
155,155,,,,
156,156,,,,
157,157,,,,
158,158,835.0,130.0,3.14832219784,0.524762218479
159,159,823.0,135.0,3.17903998624,0.51196313998
160,160,806.0,138.0,3.22255685314,0.50428369288
161,161,783.0,142.0,3.28143261424,0.494044430081
162,162,760.0,145.0,3.34030837534,0.486364982981
163,163,737.0,149.0,3.39918413643,0.476125720181
164,164,715.0,153.0,3.45550008183,0.465886457382
165,165,692.0,156.0,3.51437584293,0.458207010282
166,166,673.0,159.0,3.56301234123,0.450527563182
167,167,663.0,158.0,3.58861049823,0.453087378882
168,168,609.0,160.0,3.72684054602,0.447967747483
169,169,594.0,158.0,3.76523778152,0.453087378882
170,170,576.0,155.0,3.81131446412,0.460766825982
171,171,553.0,153.0,3.87019022522,0.465886457382
172,172,530.0,152.0,3.92906598631,0.468446273082
173,173,506.0,155.0,3.99050156311,0.460766825982
174,174,484.0,160.0,4.04681750851,0.447967747483
175,175,465.0,164.0,4.09545400681,0.437728484683
176,176,457.0,167.0,4.11593253241,0.430049037583
177,177,414.0,166.0,4.2260046075,0.432608853283
178,178,410.0,165.0,4.2362438703,0.435168668983
179,179,369.0,161.0,4.341196314,0.445407931783
180,180,359.0,160.0,4.366794471,0.447967747483
181,181,348.0,160.0,4.3949524437,0.447967747483
182,182,337.0,162.0,4.42311041639,0.442848116083
183,183,320.0,165.0,4.46662728329,0.435168668983
184,184,289.0,173.0,4.54598156999,0.414690143384
185,185,273.0,180.0,4.58693862119,0.396771433485
186,186,257.0,188.0,4.62789567239,0.376292907885
187,187,240.0,196.0,4.67141253929,0.355814382286
188,188,224.0,204.0,4.71236959048,0.335335856687
189,189,206.0,212.0,4.75844627308,0.314857331088
190,190,182.0,220.0,4.81988184988,0.294378805488
191,191,178.0,226.0,4.83012111268,0.279019911289
192,192,143.0,234.0,4.91971466218,0.25854138569
193,193,133.0,242.0,4.94531281917,0.238062860091
194,194,122.0,253.0,4.97347079187,0.209904887392
195,195,115.0,262.0,4.99138950177,0.186866546093
196,196,111.0,266.0,5.00162876457,0.176627283293
197,197,65.0,276.0,5.11938028677,0.151029126294
198,198,56.0,279.0,5.14241862807,0.143349679194
199,199,45.0,281.0,5.17057660077,0.138230047795
200,200,31.0,285.0,5.20641402056,0.127990784995
201,201,20.0,287.0,5.23457199326,0.122871153595
202,202,16.0,292.0,5.24481125606,0.110072075096
203,203,,,,
204,204,,,,
205,205,,,,
206,206,,,,
207,207,,,,
208,208,,,,
209,209,,,,
210,210,,,,
211,211,,,,
212,212,,,,
213,213,,,,
214,214,,,,
215,215,,,,
216,216,,,,
217,217,,,,
218,218,,,,
219,219,,,,
220,220,,,,
221,221,,,,
222,222,,,,
223,223,,,,
224,224,,,,
225,225,,,,
226,226,,,,
227,227,,,,
228,228,,,,
229,229,,,,
230,230,,,,
231,231,,,,
232,232,,,,
233,233,,,,
234,234,,,,
235,235,,,,
236,236,,,,
237,237,,,,
238,238,,,,
239,239,,,,
240,240,,,,
241,241,,,,
242,242,,,,
243,243,,,,
244,244,,,,
245,245,,,,
246,246,,,,
247,247,,,,
248,248,,,,
249,249,,,,
250,250,,,,
251,251,,,,
252,252,,,,
253,253,,,,
254,254,,,,
255,255,,,,
256,256,,,,
257,257,,,,
258,258,,,,
259,259,,,,
260,260,,,,
261,261,,,,
262,262,,,,
263,263,,,,
264,264,,,,
265,265,,,,
266,266,,,,
267,267,,,,
268,268,,,,
269,269,,,,
270,270,,,,
271,271,,,,
272,272,,,,
273,273,,,,
274,274,,,,
275,275,,,,
276,276,,,,
277,277,,,,
278,278,,,,
279,279,,,,
280,280,,,,
281,281,,,,
282,282,,,,
283,283,,,,
284,284,,,,
285,285,,,,
286,286,,,,
287,287,,,,
288,288,,,,
289,289,,,,
290,290,,,,
291,291,,,,
292,292,,,,
293,293,,,,
294,294,,,,
295,295,,,,
296,296,,,,
297,297,,,,
298,298,,,,
299,299,,,,
300,300,,,,
301,301,,,,
302,302,,,,
303,303,,,,
304,304,,,,
305,305,,,,
306,306,,,,
307,307,,,,
308,308,,,,
309,309,,,,
310,310,,,,
311,311,,,,
312,312,,,,
313,313,,,,
314,314,,,,
315,315,,,,
316,316,21.0,241.0,5.23201217756,0.240622675791
317,317,55.0,240.0,5.14497844377,0.243182491491
318,318,117.0,220.0,4.98626987037,0.294378805488
319,319,172.0,209.0,4.84548000688,0.322536778187
320,320,218.0,203.0,4.72772848468,0.337895672387
321,321,251.0,204.0,4.64325456659,0.335335856687
322,322,297.0,199.0,4.52550304439,0.348134935186
323,323,343.0,195.0,4.4077515222,0.358374197986
324,324,404.0,184.0,4.2516027645,0.386532170685
325,325,451.0,179.0,4.13129142661,0.399331249184
326,326,485.0,181.0,4.04425769281,0.394211617785
327,327,544.0,172.0,3.89322856652,0.417249959084
328,328,578.0,173.0,3.80619483272,0.414690143384
329,329,609.0,175.0,3.72684054602,0.409570511984
330,330,672.0,164.0,3.56557215693,0.437728484683
331,331,717.0,162.0,3.45038045043,0.442848116083
332,332,763.0,162.0,3.33262892824,0.442848116083
333,333,811.0,161.0,3.20975777464,0.445407931783
334,334,831.0,153.0,3.15856146064,0.465886457382
335,335,,,,
336,336,,,,
337,337,,,,
338,338,,,,
339,339,,,,
340,340,,,,
341,341,,,,
342,342,,,,
343,343,,,,
344,344,,,,
345,345,,,,
346,346,,,,
347,347,,,,
348,348,,,,
349,349,,,,
350,350,,,,
351,351,,,,
352,352,,,,
353,353,,,,
354,354,,,,
355,355,,,,
356,356,,,,
357,357,,,,
358,358,,,,
359,359,,,,
360,360,,,,
361,361,,,,
362,362,,,,
363,363,,,,
364,364,,,,
365,365,,,,
366,366,,,,
367,367,,,,
368,368,,,,
369,369,,,,
370,370,,,,
371,371,,,,
372,372,,,,
373,373,,,,
374,374,,,,
375,375,,,,
376,376,,,,
377,377,,,,
378,378,,,,
379,379,,,,
380,380,,,,
381,381,,,,
382,382,,,,
383,383,,,,
