Image frame,x_px,y_px,x,y
0,0,,,,
1,1,,,,
2,2,,,,
3,3,,,,
4,4,,,,
5,5,,,,
6,6,,,,
7,7,,,,
8,8,,,,
9,9,,,,
10,10,,,,
11,11,,,,
12,12,,,,
13,13,,,,
14,14,,,,
15,15,,,,
16,16,,,,
17,17,,,,
18,18,,,,
19,19,,,,
20,20,,,,
21,21,,,,
22,22,,,,
23,23,,,,
24,24,,,,
25,25,,,,
26,26,,,,
27,27,,,,
28,28,,,,
29,29,,,,
30,30,,,,
31,31,,,,
32,32,,,,
33,33,,,,
34,34,,,,
35,35,,,,
36,36,,,,
37,37,,,,
38,38,,,,
39,39,,,,
40,40,,,,
41,41,,,,
42,42,,,,
43,43,,,,
44,44,,,,
45,45,,,,
46,46,,,,
47,47,,,,
48,48,,,,
49,49,,,,
50,50,,,,
51,51,,,,
52,52,,,,
53,53,,,,
54,54,,,,
55,55,,,,
56,56,,,,
57,57,,,,
58,58,,,,
59,59,,,,
60,60,,,,
61,61,,,,
62,62,,,,
63,63,,,,
64,64,,,,
65,65,,,,
66,66,,,,
67,67,,,,
68,68,,,,
69,69,,,,
70,70,,,,
71,71,,,,
72,72,,,,
73,73,,,,
74,74,,,,
75,75,,,,
76,76,,,,
77,77,,,,
78,78,,,,
79,79,,,,
80,80,,,,
81,81,,,,
82,82,,,,
83,83,,,,
84,84,,,,
85,85,,,,
86,86,,,,
87,87,,,,
88,88,,,,
89,89,,,,
90,90,,,,
91,91,,,,
92,92,,,,
93,93,,,,
94,94,,,,
95,95,,,,
96,96,,,,
97,97,,,,
98,98,,,,
99,99,,,,
100,100,,,,
101,101,,,,
102,102,,,,
103,103,,,,
104,104,,,,
105,105,,,,
106,106,,,,
107,107,,,,
108,108,,,,
109,109,,,,
110,110,,,,
111,111,,,,
112,112,,,,
113,113,,,,
114,114,,,,
115,115,,,,
116,116,,,,
117,117,,,,
118,118,,,,
119,119,,,,
120,120,,,,
121,121,,,,
122,122,,,,
123,123,,,,
124,124,,,,
125,125,,,,
126,126,,,,
127,127,,,,
128,128,,,,
129,129,,,,
130,130,,,,
131,131,,,,
132,132,,,,
133,133,,,,
134,134,,,,
135,135,,,,
136,136,,,,
137,137,,,,
138,138,,,,
139,139,,,,
140,140,,,,
141,141,,,,
142,142,,,,
143,143,,,,
144,144,,,,
145,145,,,,
146,146,,,,
147,147,,,,
148,148,,,,
149,149,,,,
150,150,,,,
151,151,,,,
152,152,,,,
153,153,,,,
154,154,,,,
155,155,,,,
156,156,,,,
157,157,,,,
158,158,,,,
159,159,,,,
160,160,,,,
161,161,,,,
162,162,,,,
163,163,,,,
164,164,,,,
165,165,,,,
166,166,,,,
167,167,,,,
168,168,,,,
169,169,,,,
170,170,,,,
171,171,,,,
172,172,,,,
173,173,,,,
174,174,,,,
175,175,,,,
176,176,984.0,286.0,4.20048333426,0.437560545261
177,177,976.0,287.0,4.22107441874,0.434986659701
178,178,971.0,288.0,4.23394384654,0.43241277414
179,179,,,,
180,180,906.0,279.0,4.40124640797,0.455577744184
181,181,894.0,280.0,4.43213303469,0.453003858623
182,182,879.0,280.0,4.4707413181,0.453003858623
183,183,863.0,284.0,4.51192348706,0.442708316382
184,184,857.0,288.0,4.52736680043,0.43241277414
185,185,819.0,294.0,4.62517445172,0.416969460778
186,186,811.0,300.0,4.6457655362,0.401526147416
187,187,798.0,308.0,4.67922604849,0.380935062933
188,188,782.0,317.0,4.72040821745,0.35777009289
189,189,763.0,326.0,4.7693120431,0.334605122847
190,190,750.0,333.0,4.80277255538,0.316587923924
191,191,742.0,340.0,4.82336363987,0.298570725002
192,192,698.0,350.0,4.93661460452,0.272831869398
193,193,688.0,359.0,4.96235346013,0.249666899355
194,194,675.0,369.0,4.99581397241,0.223928043751
195,195,659.0,379.0,5.03699614138,0.198189188148
196,196,640.0,387.0,5.08589996702,0.177598103665
197,197,623.0,392.0,5.12965602155,0.164728675863
198,198,608.0,396.0,5.16826430496,0.154433133622
199,199,594.0,399.0,5.2042987028,0.146711476941
200,200,574.0,403.0,5.25577641401,0.136415934699
201,201,555.0,406.0,5.30468023965,0.128694278018
202,202,536.0,410.0,5.3535840653,0.118398735777
203,203,520.0,414.0,5.39476623427,0.108103193535
204,204,508.0,419.0,5.42565286099,0.0952337657333
205,205,466.0,422.0,5.53375605453,0.0875121090522
206,206,454.0,421.0,5.56464268125,0.0900859946126
207,207,439.0,418.0,5.60325096466,0.0978076512937
208,208,423.0,414.0,5.64443313362,0.108103193535
209,209,406.0,407.0,5.68818918815,0.126120392458
210,210,390.0,402.0,5.72937135711,0.138989820259
211,211,377.0,396.0,5.7628318694,0.154433133622
212,212,361.0,394.0,5.80401403836,0.159580904742
213,213,347.0,398.0,5.84004843621,0.149285362501
214,214,336.0,405.0,5.86836117737,0.131268163578
215,215,325.0,411.0,5.89667391854,0.115824850216
216,216,318.0,416.0,5.91469111746,0.102955422414
217,217,311.0,418.0,5.93270831638,0.0978076512937
218,218,306.0,419.0,5.94557774418,0.0952337657333
219,219,272.0,417.0,6.03308985324,0.100381536854
220,220,270.0,415.0,6.03823762436,0.105529307975
221,221,,,,
222,222,215.0,412.0,6.17980133018,0.113250964656
223,223,208.0,411.0,6.1978185291,0.115824850216
224,224,200.0,412.0,6.21840961358,0.113250964656
225,225,192.0,412.0,6.23900069806,0.113250964656
226,226,184.0,414.0,6.25959178255,0.108103193535
227,227,176.0,414.0,6.28018286703,0.108103193535
228,228,168.0,415.0,6.30077395151,0.105529307975
229,229,161.0,416.0,6.31879115044,0.102955422414
230,230,151.0,415.0,6.34453000604,0.105529307975
231,231,139.0,413.0,6.37541663276,0.110677079095
232,232,125.0,411.0,6.41145103061,0.115824850216
233,233,117.0,409.0,6.43204211509,0.120972621337
234,234,112.0,409.0,6.44491154289,0.120972621337
235,235,,,,
236,236,,,,
237,237,,,,
238,238,,,,
239,239,,,,
240,240,,,,
241,241,,,,
242,242,,,,
243,243,,,,
244,244,,,,
245,245,,,,
246,246,,,,
247,247,,,,
248,248,,,,
249,249,,,,
250,250,,,,
251,251,,,,
252,252,,,,
253,253,,,,
254,254,,,,
255,255,,,,
256,256,,,,
257,257,,,,
258,258,,,,
259,259,,,,
260,260,,,,
261,261,,,,
262,262,,,,
263,263,,,,
264,264,,,,
265,265,,,,
266,266,,,,
267,267,,,,
268,268,,,,
269,269,,,,
270,270,,,,
271,271,,,,
272,272,,,,
273,273,,,,
274,274,,,,
275,275,,,,
276,276,,,,
277,277,,,,
278,278,,,,
279,279,,,,
280,280,,,,
281,281,,,,
282,282,,,,
283,283,,,,
284,284,,,,
285,285,,,,
286,286,,,,
287,287,,,,
288,288,,,,
289,289,,,,
290,290,,,,
291,291,,,,
292,292,,,,
293,293,,,,
294,294,,,,
295,295,,,,
296,296,,,,
297,297,107.0,435.0,6.4577809707,0.0540515967676
298,298,121.0,435.0,6.42174657285,0.0540515967676
299,299,144.0,434.0,6.36254720496,0.0566254823279
300,300,168.0,432.0,6.30077395151,0.0617732534486
301,301,189.0,430.0,6.24672235475,0.0669210245694
302,302,205.0,429.0,6.20554018578,0.0694949101297
303,303,,,,
304,304,267.0,430.0,6.04595928104,0.0669210245694
305,305,271.0,423.0,6.0356637388,0.0849382234919
306,306,309.0,424.0,5.9378560875,0.0823643379315
307,307,314.0,419.0,5.9249866597,0.0952337657333
308,308,335.0,415.0,5.87093506293,0.105529307975
309,309,354.0,411.0,5.82203123729,0.115824850216
310,310,375.0,407.0,5.76797964052,0.126120392458
311,311,397.0,402.0,5.71135415819,0.138989820259
312,312,420.0,399.0,5.6521547903,0.146711476941
313,313,443.0,394.0,5.59295542241,0.159580904742
314,314,469.0,385.0,5.52603439785,0.182745874786
315,315,510.0,373.0,5.42050508987,0.21363250151
316,316,543.0,372.0,5.33556686638,0.21620638707
317,317,607.0,346.0,5.17083819052,0.28312741164
318,318,652.0,341.0,5.0550133403,0.295996839441
319,319,694.0,337.0,4.94691014676,0.306292381683
320,320,753.0,324.0,4.7950508987,0.339752893968
321,321,799.0,319.0,4.67665216293,0.352622321769
322,322,857.0,313.0,4.52736680043,0.368065635131
323,323,888.0,314.0,4.44757634805,0.365491749571
324,324,,,,
325,325,980.0,307.0,4.2107788765,0.383508948494
326,326,,,,
327,327,,,,
328,328,,,,
329,329,,,,
330,330,,,,
331,331,,,,
332,332,,,,
333,333,,,,
334,334,,,,
335,335,,,,
336,336,,,,
337,337,,,,
338,338,,,,
339,339,,,,
340,340,,,,
341,341,,,,
342,342,,,,
343,343,,,,
344,344,,,,
